Rewards,Lengths,Loss1,Loss2,Q1,Q2,Best_Distances
1758.0,3361,1.32596,1.35216,0.79613,1.17754,1128
1444.0,1769,1.398959994316101,1.3895200490951538,1.9510300159454346,2.508150100708008,722
3017.0,9897,1.3807300329208374,1.381019949913025,2.676270008087158,3.244450092315674,1433
2235.0,5014,1.1994500160217285,1.194200038909912,2.9685800075531006,3.495959997177124,1796
2272.0,2470,1.4306999444961548,1.429460048675537,4.080629825592041,4.543499946594238,1419
1108.0,1071,1.744729995727539,1.741510033607483,4.811769962310791,5.2237701416015625,722
1493.0,3275,1.7171499729156494,1.7193599939346313,5.649819850921631,6.10821008682251,813
1894.0,4045,1.8960599899291992,1.8841400146484375,5.878990173339844,6.345210075378418,1423
1516.0,845,1.9140000343322754,1.909250020980835,6.027820110321045,6.523680210113525,723
720.0,379,2.042649984359741,2.0374999046325684,6.32125997543335,6.885580062866211,312
1176.0,1449,2.0060598850250244,1.9787800312042236,7.360579967498779,7.923689842224121,836
2019.0,2659,1.80840003490448,1.8027299642562866,8.059109687805176,8.492919921875,1137
2623.0,3049,1.7727299928665161,1.7713199853897095,8.554420471191406,8.876059532165527,1137
719.0,377,1.7868399620056152,1.7757200002670288,8.849220275878906,9.091360092163086,311
3092.0,4090,1.7253700494766235,1.7258100509643555,9.038129806518555,9.279999732971191,1226
2536.0,2479,1.4830100536346436,1.4811899662017822,9.355500221252441,9.483909606933594,1409
1203.0,1241,1.6231399774551392,1.6214499473571777,9.7816801071167,9.88422966003418,857
2027.0,2196,1.3784500360488892,1.3769500255584717,10.10060977935791,10.186019897460938,1227
1564.0,1833,1.2750099897384644,1.273460030555725,10.289340019226074,10.361889839172363,861
1064.0,1125,1.6719399690628052,1.6718699932098389,10.352569580078125,10.410470008850098,707
1769.0,2367,1.7604000568389893,1.7595200538635254,10.371529579162598,10.420689582824707,723
2241.0,1759,1.6145399808883667,1.6130399703979492,10.178549766540527,10.21615982055664,1138
2067.0,1779,1.5386199951171875,1.5381499528884888,10.370980262756348,10.382780075073242,1219
1437.0,1231,1.6340899467468262,1.6326500177383423,10.613129615783691,10.639300346374512,722
2387.0,2112,1.4015300273895264,1.3987699747085571,11.084190368652344,11.106800079345703,1127
2256.0,1523,1.5226800441741943,1.5215799808502197,11.484189987182617,11.496199607849121,1517
1987.0,1323,1.5524699687957764,1.5588099956512451,12.085709571838379,12.049779891967773,1230
1483.0,993,1.6851099729537964,1.690940022468567,12.441670417785645,12.438070297241211,724
2215.0,2151,2.1275100708007812,2.124389886856079,12.893580436706543,12.924079895019531,1129
2417.0,1975,2.1672799587249756,2.168109893798828,13.181340217590332,13.253620147705078,899
1629.0,1077,2.273129940032959,2.2699999809265137,13.388059616088867,13.444100379943848,865
2260.0,2495,2.2766900062561035,2.278510093688965,13.469320297241211,13.522769927978516,1129
2250.0,2578,2.3927600383758545,2.3953700065612793,13.118989944458008,13.178549766540527,1128
1521.0,980,2.1878700256347656,2.186660051345825,12.612460136413574,12.663299560546875,1126
2041.0,1377,2.4133501052856445,2.4158599376678467,12.617440223693848,12.666899681091309,1149
1824.0,1029,2.5563199520111084,2.5614099502563477,12.801440238952637,12.842519760131836,1434
2094.0,1326,2.428100109100342,2.4261600971221924,13.00426959991455,13.052630424499512,1128
1859.0,1392,2.3124399185180664,2.310189962387085,13.458860397338867,13.462499618530273,1126
1643.0,1118,2.481689929962158,2.479530096054077,13.853300094604492,13.86892032623291,1435
1515.0,1017,2.7915499210357666,2.7912099361419678,14.294079780578613,14.308919906616211,1129
1657.0,1431,2.507539987564087,2.5059800148010254,14.480179786682129,14.509570121765137,898
690.0,417,2.5886800289154053,2.583440065383911,14.758970260620117,14.754019737243652,306
1454.0,1996,2.8521299362182617,2.8548901081085205,14.689680099487305,14.698780059814453,1439
1089.0,815,2.6892800331115723,2.6882400512695312,14.24425983428955,14.241120338439941,703
2592.0,1891,2.489680051803589,2.4887800216674805,13.97484016418457,13.970549583435059,1429
1087.0,611,2.663059949874878,2.6621499061584473,13.761870384216309,13.764479637145996,724
2717.0,1248,2.688699960708618,2.6854300498962402,14.32748031616211,14.315320014953613,1529
1983.0,1183,2.5158400535583496,2.5131399631500244,14.81039047241211,14.812919616699219,1791
3270.0,2160,2.3838400840759277,2.384079933166504,15.211609840393066,15.227829933166504,3161
2476.0,1224,2.428149938583374,2.430540084838867,15.808870315551758,15.803609848022461,1439
2032.0,1253,2.464240074157715,2.46724009513855,16.23904037475586,16.296720504760742,2016
2060.0,1533,2.3935399055480957,2.3955700397491455,16.712120056152344,16.769840240478516,1126
1514.0,971,2.2927498817443848,2.2888898849487305,17.0132999420166,17.10750961303711,724
2597.0,1795,2.5490200519561768,2.549410104751587,17.354000091552734,17.442190170288086,1435
1487.0,932,2.3755099773406982,2.376189947128296,17.269149780273438,17.339250564575195,1433
2076.0,1669,2.5054500102996826,2.504699945449829,17.101409912109375,17.13681983947754,1129
1083.0,583,2.304800033569336,2.3048300743103027,16.97109031677246,16.98979949951172,688
2956.0,1754,2.4860401153564453,2.4869298934936523,16.654340744018555,16.678590774536133,1787
1438.0,865,2.623349905014038,2.620729923248291,16.550189971923828,16.565799713134766,682
1487.0,950,2.411060094833374,2.4098498821258545,16.70561981201172,16.71735954284668,1439
706.0,377,2.685570001602173,2.686880111694336,16.557180404663086,16.56144905090332,311
1910.0,1141,2.595679998397827,2.597759962081909,16.795989990234375,16.809680938720703,1129
1930.0,1100,2.212290048599243,2.211199998855591,16.797529220581055,16.792179107666016,1130
1512.0,767,2.35588002204895,2.3550000190734863,17.116830825805664,17.12186050415039,1129
2675.0,2461,2.552870035171509,2.5528600215911865,17.044950485229492,17.06155014038086,1129
2725.0,1547,2.5363500118255615,2.5360898971557617,17.146469116210938,17.152990341186523,1136
3757.0,1828,2.271939992904663,2.2709100246429443,17.569900512695312,17.58700942993164,2760
