Rewards,Lengths,Loss1,Loss2,Q1,Q2,Best_Distances
1788.0,3132,2.58961,nan,1.25259,nan,1129
2321.0,2775,2.7375099658966064,nan,3.270750045776367,nan,1222
1253.0,1263,2.921250104904175,nan,4.556660175323486,nan,899
1871.0,2329,2.7405600547790527,nan,5.6144700050354,nan,724
710.0,395,2.6606099605560303,nan,6.2677998542785645,nan,313
1456.0,1905,2.836519956588745,nan,6.993840217590332,nan,1123
2349.0,3133,2.9286699295043945,nan,8.160149574279785,nan,1123
1524.0,1527,3.025820016860962,nan,8.76941967010498,nan,1501
3944.0,2835,3.1412999629974365,nan,9.165599822998047,nan,3161
2916.0,1699,3.045919895172119,nan,9.635530471801758,nan,2023
2707.0,1389,3.193010091781616,nan,10.631489753723145,nan,1950
3816.0,2436,3.167710065841675,nan,11.8441801071167,nan,3161
3231.0,1460,3.2878201007843018,nan,13.108380317687988,nan,1679
2299.0,1755,3.3613100051879883,nan,13.959219932556152,nan,1128
1918.0,1303,3.4847700595855713,nan,15.451959609985352,nan,1130
2693.0,1704,3.722899913787842,nan,16.06192970275879,nan,1425
2458.0,1646,3.3497400283813477,nan,16.72102928161621,nan,1126
1831.0,1092,3.693660020828247,nan,17.263599395751953,nan,1800
1507.0,972,3.5332601070404053,nan,18.00074005126953,nan,1129
1090.0,777,4.0346999168396,nan,18.108280181884766,nan,691
1437.0,841,3.5407700538635254,nan,17.677440643310547,nan,682
1905.0,1460,3.7270801067352295,nan,17.696149826049805,nan,1126
1618.0,1375,3.9077301025390625,nan,17.37221908569336,nan,1433
2659.0,1928,3.6068499088287354,nan,17.117929458618164,nan,1675
1522.0,1025,3.619450092315674,nan,17.243099212646484,nan,1129
2963.0,1877,3.641849994659424,nan,17.33241081237793,nan,1960
2621.0,1466,3.4751999378204346,nan,17.255329132080078,nan,1434
2350.0,1787,3.6369800567626953,nan,16.80027961730957,nan,1413
3050.0,2883,3.148469924926758,nan,16.86397933959961,nan,1129
2538.0,1726,3.342590093612671,nan,16.750839233398438,nan,1527
1668.0,1607,3.2883799076080322,nan,17.11285972595215,nan,900
1966.0,1898,3.2318201065063477,nan,16.913330078125,nan,1128
2803.0,1702,3.275010108947754,nan,16.114160537719727,nan,1130
2278.0,1087,3.156090021133423,nan,15.918499946594238,nan,1132
1813.0,887,3.6377599239349365,nan,15.998390197753906,nan,1416
2326.0,1164,3.4258499145507812,nan,16.409650802612305,nan,1432
1643.0,916,3.6086599826812744,nan,16.72934913635254,nan,1435
2446.0,1299,3.401479959487915,nan,16.87424087524414,nan,2008
2794.0,1397,3.6082000732421875,nan,17.02518081665039,nan,2765
2043.0,983,3.598870038986206,nan,17.32192039489746,nan,1969
2004.0,1473,3.1205201148986816,nan,18.211530685424805,nan,1243
1492.0,950,3.340019941329956,nan,18.238420486450195,nan,1434
2077.0,1709,3.4627599716186523,nan,18.673120498657227,nan,1243
2840.0,1875,3.4010798931121826,nan,18.065759658813477,nan,1134
2774.0,1456,3.4332098960876465,nan,17.944669723510742,nan,1779
2460.0,2353,3.403019905090332,nan,17.983190536499023,nan,2471
5520.0,4780,3.090059995651245,nan,16.88735008239746,nan,3161
2282.0,1601,2.8234899044036865,nan,16.068260192871094,nan,1148
2020.0,1378,2.7855401039123535,nan,15.973830223083496,nan,2010
1091.0,617,2.872349977493286,nan,15.812190055847168,nan,691
1999.0,1607,3.0066299438476562,nan,15.876700401306152,nan,1799
2718.0,1790,3.086019992828369,nan,16.122730255126953,nan,2469
2697.0,1468,2.928189992904663,nan,16.29096031188965,nan,1415
1589.0,720,3.288569927215576,nan,16.834060668945312,nan,1543
4357.0,2131,3.230799913406372,nan,16.654220581054688,nan,3161
2585.0,1169,3.436350107192993,nan,17.879209518432617,nan,1824
1455.0,811,3.0359699726104736,nan,18.705320358276367,nan,1416
2520.0,1765,3.2293100357055664,nan,18.85095977783203,nan,2476
1688.0,1019,3.430449962615967,nan,19.0846004486084,nan,899
3207.0,1891,3.3783299922943115,nan,19.47216033935547,nan,1522
2997.0,1443,2.9614601135253906,nan,21.569110870361328,nan,2788
2272.0,1157,3.4398601055145264,nan,21.1529598236084,nan,1962
1895.0,957,4.142899990081787,nan,22.04104995727539,nan,1130
2314.0,1131,3.3343899250030518,nan,22.322280883789062,nan,1154
2456.0,1083,2.8477399349212646,nan,21.138439178466797,nan,1678
2241.0,1037,3.6230499744415283,nan,22.419160842895508,nan,1805
2413.0,1410,3.543720006942749,nan,23.105329513549805,nan,1129
1780.0,1688,3.672760009765625,nan,24.300439834594727,nan,1434
733.0,391,3.995840072631836,nan,23.498119354248047,nan,315
1529.0,784,4.12352991104126,nan,24.487810134887695,nan,1123
2774.0,1974,4.049260139465332,nan,23.43667984008789,nan,1796
1123.0,571,3.72652006149292,nan,23.64933967590332,nan,723
2330.0,1445,3.721090078353882,nan,21.513439178466797,nan,1955
3287.0,1765,3.687269926071167,nan,22.07118034362793,nan,3161
3880.0,2130,3.3279099464416504,nan,20.16179084777832,nan,2474
2782.0,1479,3.3348801136016846,nan,19.925249099731445,nan,1791
3087.0,1495,2.985640048980713,nan,18.72369956970215,nan,2471
2403.0,1289,3.3633499145507812,nan,18.323179244995117,nan,1218
