Rewards,Lengths,Loss1,Loss2,Q1,Q2,Best_Distances
2442.0,3124,1.28947,nan,1.34778,nan,2472
4662.0,2459,2.1435599327087402,nan,8.943070411682129,nan,3161
2706.0,1352,2.181540012359619,nan,11.967769622802734,nan,1526
1763.0,761,2.2718100547790527,nan,15.189959526062012,nan,1517
2213.0,1026,2.36653995513916,nan,15.331210136413574,nan,1791
1801.0,837,2.5821099281311035,nan,15.498809814453125,nan,1662
1519.0,693,3.066620111465454,nan,15.446029663085938,nan,1129
1645.0,726,3.0100998878479004,nan,16.39586067199707,nan,1434
1117.0,493,3.0152199268341064,nan,18.938560485839844,nan,702
1760.0,907,3.2239599227905273,nan,20.324800491333008,nan,1528
1620.0,1017,3.7003800868988037,nan,20.34918975830078,nan,828
3129.0,1803,3.1067800521850586,nan,19.468299865722656,nan,1151
2559.0,1281,3.414289951324463,nan,19.887269973754883,nan,1435
1462.0,719,3.9548799991607666,nan,19.82921028137207,nan,689
2858.0,1226,3.4667201042175293,nan,19.541580200195312,nan,1673
1918.0,1202,4.184070110321045,nan,19.479970932006836,nan,1124
1993.0,1284,3.9940900802612305,nan,20.160579681396484,nan,1434
2678.0,1708,3.388590097427368,nan,19.640060424804688,nan,1126
1451.0,1075,3.043370008468628,nan,19.21476936340332,nan,1437
2666.0,1933,3.701080083847046,nan,17.67690086364746,nan,1130
1493.0,985,3.3475399017333984,nan,17.649900436401367,nan,1130
1508.0,881,3.3097100257873535,nan,17.864530563354492,nan,1126
2647.0,2141,3.0712499618530273,nan,16.851890563964844,nan,1130
737.0,323,2.6457901000976562,nan,16.35910987854004,nan,315
2317.0,1410,3.339560031890869,nan,15.994070053100586,nan,1129
741.0,319,2.6685400009155273,nan,15.496000289916992,nan,315
1878.0,1181,3.155369997024536,nan,16.13043975830078,nan,723
738.0,319,3.3283801078796387,nan,16.31505012512207,nan,315
737.0,323,3.260590076446533,nan,16.11326026916504,nan,315
2156.0,1778,4.010389804840088,nan,15.913060188293457,nan,1439
1671.0,864,3.702899932861328,nan,15.98108959197998,nan,1435
729.0,351,3.6991701126098633,nan,16.022199630737305,nan,316
1623.0,991,4.02370023727417,nan,16.48427963256836,nan,862
1521.0,1016,4.020199775695801,nan,17.19297981262207,nan,1130
716.0,391,3.7467000484466553,nan,17.472450256347656,nan,314
1560.0,668,3.2673399448394775,nan,17.290760040283203,nan,1150
2598.0,1656,4.129660129547119,nan,17.031740188598633,nan,1434
3779.0,1657,4.989540100097656,nan,17.010679244995117,nan,1788
2859.0,1623,3.441809892654419,nan,18.10919952392578,nan,1128
2317.0,1355,3.314460039138794,nan,18.364089965820312,nan,1130
2492.0,1157,3.4245998859405518,nan,17.843490600585938,nan,2474
2184.0,1108,3.068010091781616,nan,17.615549087524414,nan,1435
2371.0,1381,3.60752010345459,nan,18.46540069580078,nan,1222
1099.0,441,2.226099967956543,nan,18.685440063476562,nan,679
2058.0,1153,4.093379974365234,nan,18.843509674072266,nan,1676
2095.0,1192,3.0168299674987793,nan,19.29534912109375,nan,1127
2005.0,963,3.176409959793091,nan,19.04306983947754,nan,1787
1640.0,848,3.7199900150299072,nan,19.024410247802734,nan,1522
1754.0,831,3.5754499435424805,nan,20.67473030090332,nan,1518
1891.0,1043,3.5431699752807617,nan,19.899599075317383,nan,1129
