Rewards,Lengths,Loss1,Loss2,Q1,Q2,Best_Distances
1230.0,2111,1.19872,nan,0.69038,nan,899
3121.0,2522,1.9783300161361694,nan,3.4740800857543945,nan,2476
2597.0,1206,2.249650001525879,nan,5.545300006866455,nan,1433
1929.0,1000,2.4054501056671143,nan,8.046460151672363,nan,1127
2632.0,1189,2.269789934158325,nan,10.422889709472656,nan,1435
2810.0,1439,2.586199998855591,nan,13.05918025970459,nan,1803
1522.0,725,2.6633200645446777,nan,14.378230094909668,nan,1129
1591.0,731,2.29692006111145,nan,15.476380348205566,nan,1523
2270.0,1069,2.886199951171875,nan,17.164079666137695,nan,1524
1913.0,885,2.2611799240112305,nan,17.80677032470703,nan,1129
2001.0,1475,2.315419912338257,nan,19.27692985534668,nan,1126
736.0,361,2.757550001144409,nan,20.048219680786133,nan,315
1888.0,1028,2.837739944458008,nan,19.390169143676758,nan,1677
1110.0,531,2.977560043334961,nan,18.827499389648438,nan,694
1692.0,823,2.6528398990631104,nan,19.155370712280273,nan,1524
1523.0,808,2.2826199531555176,nan,19.523229598999023,nan,1440
1526.0,897,2.784060001373291,nan,19.129430770874023,nan,1126
2966.0,1835,3.0925099849700928,nan,18.20166015625,nan,1956
2175.0,1382,3.0128800868988037,nan,17.718700408935547,nan,1433
2268.0,1643,2.8828001022338867,nan,17.39402961730957,nan,1123
1500.0,1072,3.0834200382232666,nan,16.824649810791016,nan,1437
736.0,379,3.089289903640747,nan,16.43560028076172,nan,315
1532.0,799,3.4499499797821045,nan,16.057479858398438,nan,1128
2127.0,1293,2.628040075302124,nan,16.24924087524414,nan,1527
738.0,337,2.707390069961548,nan,15.900609970092773,nan,315
2071.0,1774,2.9156899452209473,nan,15.695770263671875,nan,1130
1123.0,791,2.9125499725341797,nan,15.778280258178711,nan,724
1122.0,911,2.8236100673675537,nan,16.225749969482422,nan,722
1876.0,863,2.825239896774292,nan,16.739160537719727,nan,1795
1596.0,887,3.278860092163086,nan,15.733940124511719,nan,808
2014.0,973,3.0648601055145264,nan,15.850350379943848,nan,1784
1799.0,929,3.069040060043335,nan,16.891469955444336,nan,1667
2820.0,1502,2.7724199295043945,nan,16.85099983215332,nan,2470
3052.0,1904,2.4759600162506104,nan,17.19356918334961,nan,1437
2600.0,1351,2.5883901119232178,nan,18.847259521484375,nan,2469
2621.0,1229,1.913159966468811,nan,19.51399040222168,nan,2474
1885.0,1013,2.2161500453948975,nan,20.49220085144043,nan,1131
1628.0,901,2.121619939804077,nan,20.5279598236084,nan,1247
1630.0,899,2.343640089035034,nan,20.40900993347168,nan,825
1112.0,521,2.5845699310302734,nan,20.364219665527344,nan,698
1903.0,1057,2.135309934616089,nan,20.533639907836914,nan,1521
2156.0,1639,2.4911301136016846,nan,19.996639251708984,nan,869
2574.0,1887,2.7896499633789062,nan,19.820499420166016,nan,1133
1441.0,751,2.5768799781799316,nan,18.984500885009766,nan,692
1538.0,690,2.527050018310547,nan,18.625410079956055,nan,1442
2177.0,1145,2.399319887161255,nan,18.731510162353516,nan,1416
1857.0,976,2.5041799545288086,nan,17.879180908203125,nan,1794
1900.0,1129,2.4924800395965576,nan,18.09214973449707,nan,1516
1496.0,1103,2.618269920349121,nan,17.544309616088867,nan,722
2855.0,1904,2.394779920578003,nan,17.767900466918945,nan,2765
